ID,Nome,Ascoltatori,Ascolti,Popolarità,PopolaritàLog,ZIndex
12195,Finnish Hockey Mafia feat. Antero Mertaranta,4162,22362,5.3716,1.85185,-1.24835
12196,Anna Eriksson,36303,717718,19.76966,3.03349,0.47923
12197,Janna,19348,269005,13.90278,2.70154,-0.00608
12198,Mariska & Pahat Sudet,15256,294195,19.28262,3.00976,0.44454
12199,Brädi,22166,447680,20.19578,3.0538,0.50893
12200,Juulia,5880,44701,7.60091,2.15186,-0.80973
12201,Vuokko Hovatta,14387,265083,18.42389,2.9665,0.38129
12202,Tuuli,21384,345395,16.15127,2.84207,0.19937
12203,Lassi Valtonen,9975,129632,12.99438,2.63865,-0.09802
12204,Jonna Tervomaa,40442,667330,16.5005,2.86222,0.22883
12205,Titta,7544,78367,10.38661,2.43243,-0.39952
12206,Maria Lund,6326,88957,14.0599,2.71203,0.00925
12207,Nerdee,11591,154459,13.32462,2.66197,-0.06393
12208,Iisa,21529,781723,36.30854,3.61922,1.33559
12209,Virve Rosti,30697,344199,11.21242,2.50245,-0.29715
12210,Kim Herold,13142,124952,9.50711,2.35205,-0.51704
12211,XL5,10204,90980,8.91523,2.29407,-0.60181
12212,Paula Vesala,10295,143639,13.95095,2.70477,-0.00135
12213,Sani,7647,55816,7.29811,2.11602,-0.86213
12214,Neljänsuora,12212,244218,19.99656,3.04435,0.49511
12215,Jesse Kaikuranta,12788,186342,14.57049,2.74537,0.05799
12216,Puhuva Kone,6536,58722,8.98301,2.30088,-0.59185
12217,Maarit,15659,144286,9.21366,2.32372,-0.55846
12218,LCMDF,22748,299234,13.15372,2.64997,-0.08147
12219,Vilma Alina,20516,520291,25.35901,3.27181,0.82767
12220,Yön Polte,16920,207674,12.27315,2.58574,-0.17538
12221,Jonne Aaron,15483,313801,20.26614,3.05711,0.51377
12222,Jari Sillanpää,29942,455739,15.22021,2.78625,0.11776
12223,Emmi,28007,194201,6.93376,2.07112,-0.92777
12224,Retropop,10924,195177,17.86517,2.93731,0.33862
12225,Maarit Hurmerinta,3702,41769,11.27977,2.50795,-0.28911
12226,Aste,35441,1028042,29.00632,3.4014,1.01713
12227,Teleks,22787,320411,14.06051,2.71207,0.00931
12228,Arja Koriseva,18190,148818,8.18085,2.21711,-0.71433
12229,Siiri Nordin,21244,175328,8.25267,2.22491,-0.70292
12230,Soma Manuchar,314,4781,15.17777,2.78363,0.11393
12231,Kerkko Koskinen Kollektiivi,8102,271324,33.48438,3.5405,1.2205
12232,Nimetön,4850,94242,19.42733,3.01687,0.45494
12233,Pete Parkkonen,20625,350209,16.979,2.8892,0.26828
12234,Anne Mattila,19368,264086,13.63446,2.68337,-0.03264
12235,Lissut,4767,33917,7.11346,2.09352,-0.89502
12236,Veeti Kallio,4175,22467,5.38002,1.85317,-1.24642
12237,Annika Eklund,21758,262572,12.06728,2.57011,-0.19823
12238,I'Dees,6460,61912,9.58241,2.35919,-0.5066
12239,Elias Hämäläinen,2212,19688,8.89652,2.29218,-0.60457
12240,Tommi Läntinen,24073,277806,11.53966,2.52889,-0.2585
12241,Ilkka Alanko,6162,51898,8.42089,2.24292,-0.67659
12242,Uniikki,33211,869015,26.16569,3.30195,0.87173
12243,PistePiste,12486,215429,17.25226,2.90428,0.29033
12244,Kasmir,26321,548997,20.85696,3.08451,0.55383
12245,Hausmylly,27856,457857,16.43597,2.85853,0.22344
12246,Koop Arponen,7362,146667,19.91946,3.04067,0.48973
12247,Neon 2,19618,222412,11.33656,2.51256,-0.28237
12248,Janina Frostell,828,6885,8.30518,2.23057,-0.69465
12249,Kauriinmetsästäjät,9422,159250,16.90013,2.8848,0.26184
12250,Mira Luoti,8308,134661,16.20664,2.84529,0.20408
12251,Martta Hakala,1496,6889,4.60187,1.7231,-1.43659
12252,Ressu Redford,21000,355644,16.93462,2.88673,0.26467
12253,Saara,29768,216626,7.27689,2.11346,-0.86587
12254,Timi Lexikon,12802,244179,19.07201,2.99932,0.42928
12255,Mariko,6545,52984,8.0941,2.20762,-0.7282
12256,Mariska,36363,802725,22.07471,3.13873,0.6331
12257,Nost3 & Protro,7813,90615,11.59649,2.53341,-0.25189
12258,2. Maanantai,10198,112137,10.9949,2.48448,-0.32343
12259,Firevision,15596,164608,10.55382,2.44701,-0.37821
12260,Ressu Redford & Jussi Rainio,4550,46353,10.18523,2.41459,-0.42561
12261,Hanna Ekola,9051,59553,6.57898,2.02537,-0.99466
12262,Duo,17578,155220,8.82985,2.28542,-0.61446
12263,Sofia Zida,3637,21488,5.90654,1.93246,-1.1305
12264,Ziana Zain,5063,68898,13.60545,2.68139,-0.03554
12265,Anis suraya,657,4761,7.23556,2.10846,-0.87318
12266,Fauziah Latiff,2428,31676,13.04075,2.64196,-0.09318
12267,Erra Fazira,1987,15923,8.00955,2.19828,-0.74186
12268,Dayang Nurfaizah,4261,86785,20.3625,3.06163,0.52038
12269,Amy Mastura,3000,35083,11.69043,2.54084,-0.24103
12270,Azharina,897,7551,8.40868,2.24163,-0.67848
12271,Elly Mazlein,335,3466,10.31547,2.42617,-0.40868
12272,Siti Nurhaliza,9291,315678,33.97309,3.55457,1.24107
12273,Jaclyn Victor,5218,56371,10.80111,2.46819,-0.34724
12274,Jamal Abdillah,5396,54502,10.09857,2.40681,-0.43698
12275,Francissca Peter,2202,26786,12.15887,2.57709,-0.18803
12276,Datuk Sharifah Aini,3905,33481,8.57168,2.2588,-0.65338
12277,Aina Abdul,5274,99488,18.86028,2.98872,0.41378
12278,Ning Baizura,3230,35068,10.8536,2.47263,-0.34075
12279,Marsha Milan,1580,20708,13.09803,2.64603,-0.08723
12280,Noraniza Idris,2407,29287,12.16237,2.57736,-0.18763
12281,Sanisah Huri,3841,25379,6.60567,2.02889,-0.98951
12282,Ernie Zakri,8535,139825,16.38062,2.85535,0.21879
12283,Noorkumalasari,3512,17260,4.91317,1.77718,-1.35752
12284,Anuar & Ellina,5525,26704,4.83242,1.76343,-1.37762
12285,Syamel,2841,38183,13.43525,2.66967,-0.05267
12286,Dato' Sudirman,5439,99768,18.3397,2.96215,0.37493
12287,Aman Shah,2942,12010,4.08086,1.62548,-1.57931
12288,Junainah,2371,9207,3.88153,1.58545,-1.63784
12289,Hael Husaini,5675,91656,16.14799,2.84188,0.19909
12290,M. Nasir,6776,109874,16.21277,2.84565,0.20461
12291,Shila Amzah,4415,49768,11.26992,2.50715,-0.29028
12292,Ukays,3811,66546,17.45697,2.91544,0.30664
12293,Siti Sarah,988,8277,8.36905,2.23741,-0.68465
12294,Amylea,1395,14769,10.57951,2.44923,-0.37496
12295,Andy Flop Poppy,1585,12999,8.19609,2.21877,-0.7119
12296,Ara Johari,2616,30060,11.48643,2.52464,-0.26471
12297,Exists,6747,128792,19.08595,3.00002,0.4303
12298,Hafiz Suip,5122,96700,18.87565,2.98949,0.4149
12299,Handy Black,1540,11131,7.22323,2.10696,-0.87537
12300,Aizat Amdan,8158,177646,21.77301,3.12557,0.61386
12301,Rosemaria,1631,9503,5.82291,1.92028,-1.1483
12302,Damasutra,1790,17308,9.66387,2.36686,-0.49539
12303,Projector Band,4578,55247,12.06529,2.56995,-0.19847
12304,Black Dog Bone,5812,35217,6.05831,1.9542,-1.09871
12305,Naim Daniel,5434,108775,20.01379,3.04517,0.49631
12306,Dia Fadila,593,3710,6.24579,1.98042,-1.06038
12307,Raja Ema,684,5875,8.57664,2.25932,-0.65262
12308,De Fam,3759,24495,6.51462,2.01685,-1.00712
12309,Ayda Jebat,3534,33243,9.40396,2.34218,-0.53147
12310,Alif Satar,4346,59466,13.67977,2.68647,-0.02811
12311,Elizabeth Tan,4274,51200,11.9766,2.56314,-0.20842
12312,Sharifah Aini,1368,10367,7.57268,2.14858,-0.81452
12313,Sudirman,3426,45148,13.1742,2.65142,-0.07935
12314,Khatijah Ibrahim,337,1731,5.1213,1.81177,-1.30695
12315,Lah Ahmad,1061,16903,15.91619,2.82827,0.1792
12316,Shima,16403,129792,7.91221,2.18742,-0.75774
12317,Drama Band,3607,37611,10.42433,2.43574,-0.39468
12318,Rahim Maarof,1633,12907,7.89902,2.18594,-0.7599
12319,UNIC,4492,133343,29.67794,3.42354,1.0495
12320,Ariff Bahran,1248,12122,9.70536,2.37074,-0.48972
12321,Saloma,1967,10074,5.1189,1.81138,-1.30752
12322,UG14,1181,7969,6.74196,2.04665,-0.96355
12323,Ismail Izzani,4784,72295,15.10867,2.77935,0.10767
12324,Achey,1061,7041,6.62994,2.03207,-0.98486
12325,Zainal Abidin,2542,23943,9.41525,2.34327,-0.52988
12326,Amir Jahari,4662,78247,16.78039,2.87809,0.25203
12327,Forteen,1178,12777,10.83715,2.47124,-0.34278
12328,Zaleha Hamid,775,3471,4.47293,1.69981,-1.47064
12329,Azarra Band,832,7595,9.11764,2.31428,-0.57226
12330,DEF GAB C,740,16903,22.81106,3.17015,0.67904
12331,Meet Uncle Hussain,4849,84324,17.38639,2.91161,0.30104
12332,Ahmad Jais,1382,8626,6.23716,1.97922,-1.06213
12333,Amy Search,2617,23301,8.9003,2.29256,-0.60402
12334,Andi Bernadee,3092,41002,13.25638,2.6572,-0.0709
12335,K-Clique,5027,101025,20.09248,3.04891,0.50178
12336,Ustaz Dzulkarnain,2053,32739,15.93914,2.82962,0.18117
12337,Billy Zulkarnain,277,2113,7.60071,2.15184,-0.80976
12338,A. Ramlie,740,6357,8.57894,2.25956,-0.65227
12339,Hafiz,1519,15037,9.89276,2.38809,-0.46435
12340,W.A.R.I.S,1416,11381,8.03175,2.20074,-0.73826
12341,BPR,1985,19951,10.04582,2.40205,-0.44394
12342,Sekumpulan Orang Gila,2755,61264,22.22931,3.14541,0.64286
12343,Insomniacks,10241,348408,34.01757,3.55584,1.24293
12344,Meditasi,315,2553,8.07911,2.20597,-0.73062
12345,KMY KMO,1091,13906,12.73443,2.6199,-0.12544
12346,Daiyan Trisha,3059,27963,9.13823,2.31631,-0.5693
12347,Gerhana Skacinta,1511,20425,13.50859,2.67474,-0.04526
12348,Grey Sky Morning,1492,17876,11.9732,2.56288,-0.2088
12349,Fynn Jamal,2037,25657,12.5893,2.60928,-0.14096
12350,Orkes A Hizadin,1824,31371,17.18958,2.90084,0.2853
12351,Akim Ahmad,594,8741,14.69075,2.75307,0.06925
12352,Benzooloo,743,8462,11.37365,2.51556,-0.27799
12353,Monoloque,2228,43648,19.58187,3.02441,0.46596
12354,Estrella,14196,148925,10.48989,2.44146,-0.38632
12355,Faizul Sany,934,7365,7.877,2.18346,-0.76353
12356,Bil Musa,2839,19945,7.02288,2.08229,-0.91144
12357,Mizz Nina,7666,63186,8.24129,2.22368,-0.70472
12358,GARD WUZGUT,2529,143793,56.83517,4.05759,1.9765
12359,Bedroom Sanctuary,1360,14861,10.91917,2.47814,-0.33269
12360,Cita Citata,9492,88114,9.28199,2.33039,-0.54871
12361,Ustaz Akhil Hayy,1508,9111,6.03777,1.95129,-1.10297
12362,Neo,69756,1017277,14.58315,2.74619,0.05919
12363,Bon,8408,55990,6.65834,2.03579,-0.97942
12364,Jay Lehr,5397,33008,6.11485,1.96218,-1.08704
12365,DEJO & BON,1544,17564,11.36828,2.51513,-0.27861
12366,J. Storm,4141,43879,10.59367,2.45045,-0.37318
12367,DEJO & BRATT,339,1504,4.42352,1.69074,-1.4839
12368,Melissa White & Ace,1413,12202,8.62942,2.26482,-0.64458
12369,Dave Rodgers Feat. Alex De Rosso,490,3184,6.48472,2.01286,-1.01295
12370,GOGOGIRLS,27004,253581,9.39014,2.34085,-0.53342
12371,Nando,10841,60692,5.59786,1.88674,-1.19734
12372,Paul Harris,29704,128790,4.33563,1.6744,-1.50779
12373,Nick Mansell,10147,64115,6.31799,1.99033,-1.04589
12374,"Mako, Sayuki",374,1349,3.59733,1.52547,-1.72553
12375,Mark Astley,4435,36125,8.14359,2.21305,-0.72026
12376,Radja,14669,184927,12.60579,2.61049,-0.13919
12377,Melly Goeslaw,30273,664845,21.96092,3.13379,0.62588
12378,Rossa,38238,839494,21.95386,3.13348,0.62542
12379,Ungu,39434,938386,23.79576,3.21067,0.73828
12380,Kotak,17208,249106,14.47533,2.73924,0.04903
12381,Poppy Mercury,1877,22146,11.79233,2.54884,-0.22933
12382,peterpan,47528,2371801,49.90218,3.9299,1.78981
12383,Letto,32843,574323,17.48639,2.91703,0.30897
12384,Hijau Daun,11758,104486,8.88561,2.29108,-0.60618
12385,Dewa 19,52849,2622353,49.61878,3.92432,1.78166
12386,Ada Band,37323,895541,23.9937,3.21862,0.7499
12387,Bunga Citra Lestari,37512,645776,17.21472,2.90223,0.28733
12388,Iwan Fals,28964,1544840,53.33471,3.99516,1.88523
12389,Nidji,47212,1069714,22.65719,3.16366,0.66955
12390,Andra And The Backbone,26426,639161,24.1859,3.22628,0.7611
12391,Cokelat,21427,349570,16.3137,2.85149,0.21314
12392,Astrid,79381,655548,8.25814,2.2255,-0.70206
12393,Sheila On 7,73252,4273727,58.342,4.08331,2.0141
12394,Dewa,42051,1506344,35.82098,3.60606,1.31635
12395,Kerispatih,38303,803110,20.96673,3.08952,0.56115
12396,Budi Doremi,23983,286817,11.95868,2.56176,-0.21044
12397,Potret,18396,237136,12.88992,2.63116,-0.10897
12398,Chrisye,41984,1381328,32.90051,3.52343,1.19554
12399,Padi,48538,1289511,26.56649,3.3166,0.89315
12400,Inka Christie,2286,30065,13.14604,2.64943,-0.08226
12401,Acha Septriasa,19946,216116,10.83451,2.47101,-0.34312
12402,Vierra,43908,1049403,23.89949,3.21484,0.74437
12403,Vina Panduwinata,14038,202385,14.41591,2.7354,0.04342
12404,Ari Lasso,29775,524550,17.61653,2.92404,0.31921
12405,Last Child,23693,438693,18.51494,2.97118,0.38814
12406,Wali,18403,352562,19.15681,3.00354,0.43545
12407,Agnes Monica,41337,1619342,39.1732,3.6932,1.44375
12408,Ratu,16658,171828,10.31442,2.42607,-0.40882
12409,Tipe-X,13357,300479,22.49431,3.15675,0.65944
12410,Five Minutes,11540,123417,10.69378,2.45905,-0.3606
12411,Jikustik,15690,286326,18.24778,2.95739,0.36797
12412,D'Bagindas,9505,82149,8.6418,2.2661,-0.6427
12413,Dian Piesesha,5691,53573,9.41198,2.34295,-0.53035
12414,Noah,197318,3117258,15.79806,2.82126,0.16895
12415,Yovie & Nuno,34260,684998,19.99352,3.04421,0.49491
12416,Tiara Andini,34508,6527783,189.16175,5.24787,3.71673
12417,Once Mekel,16877,167503,9.92433,2.39099,-0.46011
12418,NaFF,17932,288558,16.09089,2.83854,0.19421
12419,Judika,28140,488173,17.34739,2.90948,0.29793
12420,SAMSONS,33310,544277,16.33925,2.85297,0.21531
12421,Maudy Ayunda,28831,468080,16.23473,2.84692,0.20646
12422,Mulan Jameela,15560,152071,9.77257,2.377,-0.48056
12423,Afgan,65205,1298028,19.90657,3.04006,0.48884
12424,Mahalini,35412,1259586,35.56846,3.59918,1.30629
12425,Glenn Fredly,45675,1046583,22.91319,3.17443,0.68529
12426,J-Rocks,17135,384390,22.43172,3.15409,0.65556
12427,Nadin Amizah,52075,1962431,37.68398,3.65542,1.38852
12428,JKT48,37651,3611293,95.91238,4.5738,2.73122
12429,Jamrud,16209,297096,18.32794,2.96155,0.37406
12430,Project Pop,20724,291157,14.04858,2.71128,0.00815
12431,Betharia Sonata,2517,20586,8.17553,2.21654,-0.71516
12432,Yura Yunita,37412,910630,24.33993,3.23238,0.77002
12433,Isyana Sarasvati,37224,863454,23.19554,3.18616,0.70244
12434,Payung Teduh,46668,2831977,60.68218,4.12199,2.07065
12435,Reza Artamevia,16719,290768,17.39043,2.91183,0.30136
12436,Naif,52452,1726376,32.91281,3.52379,1.19607
12437,Cakra Khan,15306,183581,11.99327,2.56443,-0.20654
12438,Tiket,11463,85338,7.44399,2.13345,-0.83664
12439,Raisa,53846,1681527,31.22786,3.47283,1.12156
12440,Rizky Febian,36743,748472,20.36991,3.06198,0.52089
12441,Ratih Purwasih,2528,17529,6.93119,2.0708,-0.92824
12442,Gigi,175562,1859930,10.59408,2.45049,-0.37312
12443,Slank,27028,1063214,39.33604,3.69724,1.44966
12444,Marcell,46288,505878,10.92868,2.47894,-0.33153
12445,raissa anggiani,30861,322360,10.4452,2.43757,-0.39201
12446,Idgitaf,19000,260145,13.69112,2.68724,-0.02698
12447,Fourtwnty,24551,754597,30.73464,3.4574,1.099
12448,The Changcuters,18251,324032,17.75323,2.93136,0.32992
12449,Mayang Sari,1970,15868,8.05073,2.20284,-0.73519
12450,Ziva Magnolya,17366,309977,17.84862,2.93643,0.33733
12451,Sherina Munaf,11410,185901,16.29138,2.8502,0.21126
12452,Hivi!,45989,1821809,39.61315,3.70409,1.45967
12453,vidi,7294,64627,8.85908,2.28839,-0.61012
12454,d'Masiv,13005,346491,26.64085,3.31929,0.89708
12455,Tangga,25088,380272,15.15692,2.78234,0.11205
12456,RAN,49510,1183202,23.89776,3.21477,0.74427
12457,Gita Gutawa,18818,247959,13.17599,2.65154,-0.07918
12458,Superman Is Dead,18739,615678,32.85368,3.52204,1.19351
12459,Ebiet G. Ade,12154,277709,22.8473,3.17167,0.68126
12460,Keisya Levronka,25061,349187,13.93292,2.70356,-0.00312
12461,Meriam Bellina,1649,12299,7.45393,2.13463,-0.83492
12462,La Luna,31666,300056,9.47535,2.34902,-0.52147
12463,MALIQ & D'Essentials,58824,3024291,51.41166,3.95912,1.83253
12464,Cherrybelle,12518,166834,13.32646,2.6621,-0.06374
12465,Utha Likumahuwa,14962,309920,20.71242,3.07788,0.54413
12466,Nia Daniaty,2672,16479,6.16498,1.9692,-1.07678
12467,Hindia,44865,3052899,68.04482,4.23475,2.23551
12468,Kahitna,30157,764660,25.35512,3.27166,0.82745
12469,Pamungkas,110271,2307323,20.92392,3.08757,0.5583
12470,Sal Priadi,27811,949123,34.12638,3.55895,1.24747
12471,"Adrian Khalif, Juicy Luicy",683,8339,12.19152,2.57957,-0.1844
12472,Nicky Astria,4131,61609,14.91021,2.76696,0.08956
12473,Anie Carera,1024,10166,9.91804,2.39041,-0.46096
12474,Goldband,49690,2609812,52.52081,3.98007,1.86316
12475,Meau,33646,1088715,32.35697,3.50726,1.1719
12476,Lucky Fonz III,47510,1010601,21.27088,3.10327,0.58125
12477,Antoon,42684,2284924,53.5299,3.99874,1.89046
12478,Bankzitters,34749,1393429,40.09867,3.71597,1.47704
12479,Bazart,39394,1132862,28.75649,3.39304,1.00491
12480,HANG YOUTH,18750,1180857,62.97568,4.1585,2.12403
12481,Acda en de Munnik,125552,5689224,45.31332,3.83542,1.65168
12482,De Dijk,80132,2104418,26.26156,3.30547,0.87688
12483,Kinderen voor Kinderen,49838,3117090,62.54318,4.15171,2.11411
12484,Johan,82943,1339227,16.14615,2.84177,0.19893
12485,Maaike Ouboter,30023,469775,15.64664,2.8122,0.1557
12486,Guus Meeuwis,125223,3271361,26.12407,3.30042,0.86949
12487,The Vices,31775,448742,14.12204,2.71615,0.01527
12488,Gers Pardoel,73923,1218289,16.48029,2.86107,0.22715
12489,Boudewijn de Groot,90414,2597407,28.72761,3.39207,1.00349
12490,Roosbeef,45151,1168299,25.8748,3.29118,0.85598
12491,Blaudzun,116466,2257488,19.38306,3.0147,0.45176
12492,Mula B,32607,1408879,43.20654,3.78887,1.58362
12493,Toontje Lager,33975,359766,10.58882,2.45004,-0.37378
12494,De Staat,164155,4209435,25.64289,3.28252,0.84332
12495,André Hazes,66849,1542551,23.0748,3.18116,0.69513
12496,Herman van Veen,94263,2147372,22.7804,3.16886,0.67715
12497,Ramses Shaffy,53766,957129,17.80142,2.93393,0.33367
12498,Het Goede Doel,62959,916412,14.55546,2.74441,0.05659
12499,Van Dik Hout,58658,776100,13.2307,2.6554,-0.07354
12500,Ploegendienst,11288,260416,23.06811,3.18088,0.69472
12501,Klein Orkest,48437,694180,14.33131,2.72989,0.03536
12502,Miss Montreal,77314,1185504,15.33342,2.79321,0.12794
12503,Rob De Nijs,59538,736832,12.37561,2.59343,-0.16414
12504,The Indien,21969,138047,6.28343,1.9856,-1.0528
12505,Natte Visstick,66262,730820,11.02908,2.48732,-0.31927
12506,Kevin,65313,4246710,65.0199,4.18995,2.17001
12507,Hans De Booij,29919,206405,6.89856,2.06668,-0.93426
12508,Frank Boeijen Groep,50808,745742,14.67736,2.75221,0.06799
12509,The Scene,51187,506894,9.90259,2.389,-0.46302
12510,néomí,12292,91729,7.46188,2.13557,-0.83354
12511,Naaz,72749,710912,9.77198,2.37694,-0.48065
12512,Stef Bos,49954,1072240,21.46411,3.11191,0.59389
12513,Bente,22212,486662,21.90888,3.13152,0.62256
12514,Skik,33794,420895,12.45435,2.5993,-0.15556
12515,Kane,133896,2070388,15.46254,2.80108,0.13944
12516,Vieze Asbak,249812,3463064,13.86262,2.69884,-0.01002
12517,Drukwerk,20513,234677,11.43984,2.5209,-0.27018
12518,Dolly Dots,30000,233101,7.76977,2.17131,-0.78129
12519,Wim Sonneveld,36783,316310,8.59911,2.26167,-0.64918
12520,Nonchelange,10797,125950,11.66419,2.53877,-0.24405
12521,Jan Smit,67645,1101291,16.2802,2.84956,0.21032
12522,Nick & Simon,63484,1445039,22.76189,3.16808,0.67601
12523,Caro Emerald,426949,7833710,18.34807,2.96259,0.37558
12524,POM,21199,221161,10.43212,2.43642,-0.39369
12525,Berre,18491,171546,9.27676,2.32988,-0.54946
12526,De Poema's,42239,382558,9.05677,2.30824,-0.58109
12527,Nits,54788,1033272,18.85911,2.98866,0.41369
12528,Rowwen Hèze,38842,1214612,31.26977,3.47413,1.12346
12529,broederliefde,55736,2040982,36.61808,3.62748,1.34767
12530,Roxeanne Hazes,11723,183037,15.61216,2.81013,0.15267
12531,Mart Hoogkamer,23631,241900,10.23612,2.41913,-0.41897
12532,Lola Cedès,4047,57629,14.23641,2.72368,0.02628
12533,Anita Meyer,34058,233254,6.84852,2.06032,-0.94356
12534,Haevn,127450,1719869,13.49435,2.67375,-0.04671
12535,Yves Berendse,19193,332148,17.30478,2.90716,0.29454
12536,Mazzy Star,2172599,78394309,36.08317,3.61316,1.32673
12537,The Auteurs,120845,1572264,13.01047,2.6398,-0.09634
12538,Hole,1761709,53545453,30.39402,3.44661,1.08323
12539,bôa,1544508,56166463,36.36525,3.62074,1.33781
12540,Hope Sandoval & The Warm Inventions,432985,7590159,17.5298,2.91938,0.3124
12541,Ruby Throat,38320,889608,23.21463,3.18695,0.7036
12542,Alexandra Savior,479417,11089889,23.13198,3.18353,0.6986
12543,Mirah,704132,12307861,17.47945,2.91665,0.30841
12544,The Sundays,934427,27782323,29.7319,3.4253,1.05207
12545,Nastyona,118145,3067772,25.96594,3.29457,0.86094
12546,Pulp,1628579,50053723,30.73458,3.4574,1.099
12547,Coma Cinema,340059,8215463,24.15886,3.22521,0.75953
12548,Scarling.,118086,2792038,23.6439,3.20452,0.72929
12549,ROAR,1212786,29505929,24.32902,3.23195,0.76939
12550,Saturday Looks Good To Me,227357,2571118,11.30867,2.5103,-0.28568
12551,She & Him,1041128,35497712,34.0954,3.55807,1.24619
12552,April March,378965,4116255,10.8618,2.47332,-0.33974
12553,Elastica,558371,6757266,12.10172,2.57274,-0.19439
12554,Alex Turner,804513,19358265,24.06206,3.22135,0.75389
12555,Le Tigre,1416594,23939675,16.89944,2.88476,0.26179
12556,Rilo Kiley,1167492,38441729,32.92673,3.5242,1.19667
12557,Jordana,951616,18742570,19.69549,3.02991,0.474
12558,Jarvis Cocker,353445,4650579,13.15782,2.65026,-0.08105
12559,Corbon Amodio,158495,1493416,9.42242,2.34395,-0.52888
12560,The Smiths,4267680,409647385,95.98828,4.57459,2.73237
12561,Belle and Sebastian,2070981,109346641,52.79941,3.98526,1.87075
12562,PJ Harvey,1958701,89357025,45.62053,3.84204,1.66136
12563,Elysian Fields,151483,3097825,20.44984,3.06571,0.52634
12564,Saint Avangeline,137578,1355052,9.84926,2.38409,-0.4702
12565,The Bird and the Bee,883369,15369174,17.39834,2.91226,0.30199
12566,German Error Message,250353,4298374,17.16918,2.89972,0.28366
12567,LUVcat,91975,893343,9.71278,2.37143,-0.48871
12568,Billie Marten,593128,10639173,17.93736,2.94113,0.3442
12569,Sam Phillips,227355,2589852,11.39117,2.51698,-0.27591
12570,Fabienne DelSol,89888,786333,8.74782,2.27704,-0.62671
12571,Cherry Glazerr,402764,6716350,16.6756,2.87218,0.24339
12572,Miniature Tigers,640121,10006024,15.63143,2.81129,0.15437
12573,Matt Maltese,1405917,48674178,34.62092,3.57293,1.26791
12574,Morrissey,1598275,69855668,43.70688,3.80012,1.60007
12575,Life Without Buildings,245108,3281404,13.38752,2.66636,-0.05751
12576,Dressy Bessy,154685,1659017,10.72506,2.46172,-0.3567
12577,Veruca Salt,508740,7045290,13.84848,2.69789,-0.01141
12578,Strawberry Guy,1312816,32580776,24.81745,3.25105,0.79731
12579,The Last Shadow Puppets,1445215,53247167,36.84374,3.63346,1.35641
12580,GoodBooks,424003,3398402,8.01502,2.19889,-0.74097
12581,Stars,1263863,43049748,34.062,3.55711,1.24478
12582,Luke Haines,33392,509130,15.2466,2.78788,0.12014
12583,The Cranberries,4033727,122033967,30.25339,3.44212,1.07666
12584,Honey Gentry,87432,639516,7.31435,2.11798,-0.85926
12585,juju<3,547431,6419316,11.72623,2.54366,-0.2369
12586,Sophie May,181326,1732729,9.55582,2.35667,-0.51029
12587,Patience & Prudence,189373,1207768,6.37768,1.99845,-1.03402
12588,Frankie Cosmos,903159,18624648,20.62164,3.07369,0.53801
12589,Queen Adreena,101336,2686928,26.51477,3.31472,0.8904
12590,The La's,1240394,11317344,9.12398,2.3149,-0.57136
12591,Blur,4200595,157094969,37.39825,3.64801,1.37768
12592,The Primitives,222201,1989942,8.95555,2.29813,-0.59587
12593,Mister Filmmaker,16780,95651,5.69995,1.9021,-1.17488
12594,Current Joys,1383725,48555424,35.09034,3.58602,1.28705
12595,Skullcrusher,411513,4358047,10.59027,2.45016,-0.3736
12596,Oscar Lang,560326,7421105,13.24423,2.65635,-0.07215
12597,The Sugarcubes,520666,6984650,13.41481,2.66825,-0.05475
12598,Cat Power,2053943,75257528,36.64049,3.62808,1.34854
12599,Scout Niblett,168508,2849467,16.90988,2.88535,0.26265
12600,YMA,90236,1640142,18.17593,2.95365,0.36251
12601,Gregory and the Hawk,387575,9704840,25.03983,3.25962,0.80984
12602,CALI,128027,1223660,9.55775,2.35686,-0.51001
12603,Renan Luce,115878,1298863,11.20878,2.50215,-0.29759
12604,Jean-Louis Aubert,74939,693865,9.25894,2.32814,-0.552
12605,Vincent Delerm,161922,1469245,9.07372,2.30993,-0.57862
12606,Renaud,213982,4239842,19.81391,3.03562,0.48235
12607,Noé Preszow,16236,184968,11.39175,2.51703,-0.27584
12608,Bénabar,162705,2102070,12.91943,2.63328,-0.10588
12609,Maxime Le Forestier,96961,899301,9.27477,2.32969,-0.54973
12610,Coralie Clément,200924,2046625,10.18601,2.41466,-0.4255
12611,Tété,111463,1177510,10.56403,2.44789,-0.37692
12612,Élodie Frégé,33187,378090,11.39237,2.51708,-0.27576
12613,Les Innocents,52146,479586,9.1968,2.32207,-0.56087
12614,Jacques Higelin,90257,729528,8.08269,2.20637,-0.73003
12615,Jil Caplan,10585,79181,7.47978,2.13768,-0.83046
12616,Louise Attaque,240165,4910347,20.44563,3.06552,0.52606
12617,Christophe,155103,1453519,9.37125,2.33903,-0.53608
12618,Anaïs,124434,908202,7.2986,2.11608,-0.86204
12619,Anne Sila,13778,105852,7.68212,2.16126,-0.79598
12620,Barbara,204526,2149543,10.50982,2.4432,-0.38378
12621,Michel Delpech,93937,728991,7.76034,2.17023,-0.78287
12622,Miossec,66827,1044250,15.62593,2.81096,0.15389
12623,Bernard Lavilliers,70583,907690,12.85971,2.62898,-0.11216
12624,Eddy Mitchell,91879,963654,10.48818,2.44131,-0.38654
