ID,Nome,Ascoltatori,Ascolti,Popolarità,PopolaritàLog,ZIndex
24208,"Bebe Rexha, David Guetta",3457,18360,5.30942,1.84204,-1.26269
24209,"David Guetta, Anne-Marie, Coi Leray",8057,40730,5.0546,1.80081,-1.32297
24210,"Alok, The Chainsmokers, Mae Stephens",3059,15979,5.22189,1.82807,-1.28312
24211,"Zara Larsson, David Guetta",4471,24572,5.49463,1.87097,-1.2204
24212,"Alok, Ava Max",3152,22087,7.00507,2.08007,-0.91469
24213,"Joel Corry, MK, Rita Ora",1279,5529,4.31953,1.67138,-1.5122
24214,"Eliza Rose, Calvin Harris",1892,8259,4.36291,1.6795,-1.50033
24215,"R3HAB, INNA, Sash!",2796,16325,5.83661,1.92229,-1.14536
24216,"David Guetta, Kim Petras",4125,26259,6.36427,1.99663,-1.03668
24217,"Sam Smith, Madonna",4418,29062,6.5766,2.02506,-0.99511
24218,"cassö, RAYE, D-Block Europe",9968,77108,7.73477,2.16731,-0.78714
24219,"Ofenbach, Norma Jean Martine",2631,17344,6.58966,2.02678,-0.9926
24220,"Sam Smith, Calvin Harris, Jessie Reyez",4317,20508,4.74942,1.74909,-1.39859
24221,"Sam Feldt, Jonas Blue, Endless Summer, Violet Days",1917,8386,4.37226,1.68124,-1.49779
24222,"Hypaton, David Guetta, La Bouche",2564,10601,4.13294,1.63567,-1.56441
24223,"twocolors, Safri Duo, Chris de Sarandy",1799,9161,5.08944,1.80655,-1.31458
24224,"Nathan Dawe, Joel Corry, Ella Henderson",1253,6143,4.89872,1.77473,-1.3611
24225,"Imanbek, BYOR",4132,18000,4.35518,1.67806,-1.50244
24226,"Switch Disco, Ella Henderson",1199,5885,4.90416,1.77565,-1.35976
24227,"Jax Jones, Calum Scott",2136,9238,4.32288,1.67201,-1.51128
24228,"Dom Dolla, Nelly Furtado",3173,15281,4.81442,1.76034,-1.38214
24229,"Joel Corry, Icona Pop, Rain Radio",978,3949,4.0337,1.61615,-1.59295
24230,"David Guetta, Bebe Rexha",17769,110582,6.22296,1.97726,-1.065
24231,"Alan Walker, Dash Berlin, Vikkstar",2402,12224,5.08697,1.80615,-1.31517
24232,"Becky Hill, Chase & Status",3541,20870,5.89215,1.93038,-1.13354
24233,"Purple Disco Machine, Duke Dumont, Nothing But Thieves",2641,16745,6.338,1.99306,-1.0419
24234,"Sam Smith, Normani",21873,118150,5.40138,1.85651,-1.24154
24235,Mau P,211884,1929831,9.10791,2.31331,-0.57368
24236,"James Hype, Kim Petras",2023,10501,5.18824,1.82265,-1.29104
24237,"MEDUZA, James Carter, Elley Duhé, FAST BOY",3876,21243,5.47923,1.8686,-1.22386
24238,Five Knives,29505,236574,8.01782,2.1992,-0.74051
24239,МЭЙБИ БЭЙБИ,25896,916706,35.39815,3.59451,1.29946
24240,Prozak,138753,1175521,8.47197,2.24833,-0.66868
24241,Kwan,51268,758445,14.79344,2.75959,0.07878
24242,Sidi,18542,119270,6.43207,2.0058,-1.02327
24243,Professor Green,444111,5532847,12.45822,2.59959,-0.15513
24244,Franky,18806,151676,8.06486,2.2044,-0.73291
24245,Ndidi Onukwulu,7658,72793,9.50424,2.35177,-0.51745
24246,Morgan James,25709,259718,10.10182,2.4071,-0.43656
24247,Meghan Kabir,10297,75066,7.28937,2.11497,-0.86366
24248,Mr. Oizo,779690,12685512,16.26992,2.84896,0.20945
24249,Busy P,330074,1854538,5.61853,1.88987,-1.19276
24250,DJ Mehdi,374017,3176844,8.49382,2.25064,-0.66531
24251,Miss Kittin & The Hacker,216729,2118774,9.77609,2.37732,-0.4801
24252,Chicks On Speed,280338,2535882,9.04576,2.30715,-0.58269
24253,Feadz,168617,901259,5.34497,1.84766,-1.25448
24254,Boys Noize,802206,12769225,15.91761,2.82835,0.17931
24255,Mr. Flash,121663,720193,5.91952,1.93434,-1.12775
24256,Felix da Housecat,540690,5627309,10.40762,2.43428,-0.39682
24257,MGNA Crrrta,50853,1029717,20.24849,3.05628,0.51255
24258,Heartsrevolution,240448,2647067,11.00885,2.48564,-0.32173
24259,Soldout,71753,813439,11.33649,2.51256,-0.28237
24260,Siriusmo,295695,5101988,17.25416,2.90439,0.29049
24261,Kap Bambino,167897,4704178,28.01807,3.36791,0.96817
24262,AutoKratz,153619,1273397,8.28926,2.22885,-0.69716
24263,Client,221475,3205845,14.4749,2.73921,0.04899
24264,MSTRKRFT,762881,11318154,14.83604,2.76228,0.08272
24265,Gesaffelstein,1254032,21618585,17.23924,2.90357,0.28929
24266,ADULT.,223516,2835581,12.68619,2.61638,-0.13058
24267,Soulwax,619212,10575955,17.07967,2.89478,0.27644
24268,Para One,248327,2172810,8.74975,2.27724,-0.62642
24269,Amanda Blank,189967,2285664,12.03183,2.56739,-0.20221
24270,The Hellp,227130,7008091,30.85484,3.46118,1.10453
24271,Étienne de Crécy,314941,2822931,8.96333,2.29891,-0.59473
24272,Surkin,291613,2128913,7.30044,2.1163,-0.86172
24273,Holy Ghost!,404404,5475929,13.5407,2.67695,-0.04203
24274,Teenage Bad Girl,195418,1732385,8.86497,2.28899,-0.60924
24275,Ichiko Aoba,659359,39721810,60.24297,4.11484,2.0602
24276,Jeff Buckley & Gary Lucas,35966,175535,4.88044,1.77163,-1.36563
24277,Jesse Jo Stark,180682,1817051,10.05656,2.40302,-0.44252
24278,The Shacks,192335,1343610,6.98574,2.07765,-0.91822
24279,Lizzy Grant,30404,310405,10.20901,2.41671,-0.42251
24280,Karen O,441471,5770112,13.07016,2.64405,-0.09013
24281,Sufjan Stevens & Angelo De Augustine,10973,357638,32.58957,3.51421,1.18206
24282,Barrie-James,72495,600984,8.28989,2.22892,-0.69706
24283,P.J. Harding & Noah Cyrus,1853,33711,18.18284,2.95401,0.36303
24284,1017 ALYX 9SM,139898,1571590,11.23374,2.50419,-0.29461
24285,Hand Habits,185838,1617615,8.70438,2.27257,-0.63324
24286,Active Child,392386,6596746,16.81183,2.87986,0.25462
24287,Rob Grant,213330,1757806,8.2398,2.22352,-0.70496
24288,Lana Del Rey & Father John Misty,4367,49594,11.35393,2.51397,-0.28031
24289,Rob Grant & Lana Del Rey,2077,25385,12.21607,2.58143,-0.18168
24290,BØRNS & Lana Del Rey,5944,45106,7.58721,2.15027,-0.81205
24291,Teischa,10216,60578,5.92913,1.93573,-1.12572
24292,Rozie Ramati,114659,833359,7.26808,2.1124,-0.86742
24293,Brazilian Girls,419010,5456523,13.02238,2.64065,-0.0951
24294,Juana Molina,202987,3864080,19.036,2.99753,0.42666
24295,Cardenales De Nuevo León,81885,1615252,19.72561,3.03137,0.47613
24296,Fármacos,40292,793241,19.68681,3.02949,0.47339
24297,Drims,36592,528381,14.4394,2.73692,0.04564
24298,Magic Giant,82197,748893,9.11084,2.3136,-0.57326
24299,Rose Betts,50482,509391,10.09034,2.40607,-0.43806
24300,Mindme,38204,405369,10.61036,2.45189,-0.37107
24301,VVAVES,16014,116096,7.2492,2.11011,-0.87077
24302,Beth McCarthy,97315,1013355,10.41303,2.43475,-0.39613
24303,Abigail Osborn,16273,84086,5.16689,1.81919,-1.2961
24304,Abigail Barlow,38266,325040,8.494,2.25066,-0.66528
24305,Jai Waetford,50544,391960,7.75467,2.16958,-0.78382
24306,Sammy Adams,160434,1374839,8.56944,2.25857,-0.65371
24307,Hoodie Allen,535514,10089935,18.84155,2.98777,0.41239
24308,Luke Christopher,181055,1811231,10.0037,2.39823,-0.44953
24309,gianni & kyle,187818,2986664,15.90182,2.82742,0.17795
24310,Eldo,93975,16267808,173.10598,5.15966,3.58776
24311,Witt Lowry,245254,5966134,24.32624,3.23184,0.76923
24312,Outasight,181592,1696905,9.34455,2.33645,-0.53985
24313,Илья Лагутенко,6467,36168,5.59183,1.88583,-1.19867
24314,Reeve Carney,114179,2454418,21.49604,3.11333,0.59596
24315,Jason Walker,205961,2416648,11.73346,2.54423,-0.23607
24316,Sammy Wilk,11757,281596,23.94931,3.21684,0.7473
24317,Billyrrom,15061,153237,10.17374,2.41356,-0.42711
24318,Brandy Senki,12393,144131,11.62909,2.536,-0.2481
24319,Dios,55977,814262,14.5461,2.7438,0.0557
24320,B小町,32347,976399,30.18421,3.43991,1.07343
24321,Nornis,5384,116530,21.63974,3.1197,0.60528
24322,nee,17578,370851,21.09625,3.0954,0.56975
24323,Regallily,1261,13866,10.98732,2.48384,-0.32436
24324,kami wa saikoro wo furanai,24806,273097,11.00886,2.48564,-0.32173
24325,竹内アンナ,13459,192610,14.3098,2.72849,0.03331
24326,showmore,12458,120153,9.64387,2.36498,-0.49814
24327,Five New Old,28809,307258,10.66497,2.45659,-0.3642
24328,Laura day romance,19444,345395,17.76266,2.93186,0.33065
24329,ぷにぷに電機,39391,502673,12.76078,2.62182,-0.12263
24330,Nakimushi,36190,381302,10.53582,2.44545,-0.38049
24331,YuToRi,4801,100308,20.88879,3.08597,0.55596
24332,R+...,8277,113023,13.65341,2.68467,-0.03074
24333,rinu,890,11569,12.98428,2.63793,-0.09908
24334,Kuhakugokko,10443,152799,14.63031,2.74921,0.06361
24335,Vivid Lila,2517,40859,16.22676,2.84646,0.20579
24336,ARU,3739,36138,9.66256,2.36673,-0.49558
24337,gesunokiwamiotome,3968,81314,20.48727,3.06746,0.5289
24338,UNLIMITS,34948,964729,27.6039,3.35354,0.94716
24339,空白ごっこ,1770,36418,20.56352,3.071,0.53407
24340,LOLUET,3551,59310,16.69763,2.87343,0.24522
24341,La Prière,5007,182252,36.39217,3.62146,1.33886
24342,SUKISHA,26875,226847,8.4405,2.245,-0.67355
24343,たかやん,141564,3768502,26.62029,3.31855,0.896
24344,maeshima soshi,49790,305564,6.13693,1.96528,-1.08251
24345,yutaka hirasaka,79368,935473,11.78637,2.54837,-0.23002
24346,TOFUBEATS,81299,2084633,25.64124,3.28246,0.84324
24347,Mao Sasagawa,1550,55152,35.55899,3.59892,1.30591
24348,mamerico,106657,1596671,14.97,2.77071,0.09504
24349,Keshi,893845,94139878,105.32001,4.66645,2.86667
24350,potsu,640896,13631921,21.27006,3.10324,0.58121
24351,YeYe,63504,757549,11.92896,2.55946,-0.2138
24352,Haruka Nakamura,147628,3810109,25.80867,3.28872,0.85239
24353,Wisp X,33800,548294,16.22123,2.84614,0.20532
24354,Kijugo,67267,2404119,35.73941,3.60385,1.31312
24355,Srav3R,24787,608468,24.54687,3.24051,0.7819
24356,Eight,14826,189846,12.80407,2.62496,-0.11804
24357,雅-MIYAVI-,164426,14096073,85.72845,4.46278,2.5689
24358,VivaOla,19176,169134,8.81962,2.28438,-0.61598
24359,Friday Night Plans,116523,1313104,11.26895,2.50707,-0.2904
24360,Asako Toki,58924,733890,12.45464,2.59932,-0.15553
24361,7Co,10114,116277,11.4955,2.52536,-0.26366
24362,Asagaya Romantics,57355,458677,7.99701,2.19689,-0.74389
24363,Tendre,30887,410530,13.29092,2.65962,-0.06737
24364,BIALYSTOCKS,18953,243547,12.84937,2.62823,-0.11326
24365,Yo-Sea,13880,187042,13.47467,2.6724,-0.04868
24366,Tokimeki Records,46349,503759,10.86858,2.47389,-0.33891
24367,Blu-Swing,82733,1257104,15.19452,2.78467,0.11545
24368,Gero,26434,344626,13.03673,2.64167,-0.09361
24369,Araki,12561,219726,17.49132,2.9173,0.30936
24370,nqrse,6562,290857,44.31769,3.81369,1.61991
24371,Momo Asakura,8790,151165,17.19542,2.90116,0.28576
24372,あらき,1251,20711,16.54233,2.86461,0.23233
24373,UraShimaSakataSen,6995,285684,40.83533,3.73374,1.50302
24374,バルーン,8744,103087,11.7881,2.54851,-0.22981
24375,Nyarons,40880,686572,16.7944,2.87888,0.25319
24376,Yuka Nagase,1074,7400,6.88372,2.06479,-0.93703
24377,Camellia,164992,9682777,58.68598,4.08909,2.02255
24378,Foreground Eclipse,30180,2018382,66.87591,4.21768,2.21056
24379,"NEEDY GIRL OVERDOSE, KOTOKO & Aiobahn",1762,30638,17.37833,2.91117,0.3004
24380,Morfonica,18661,615396,32.97588,3.52565,1.19879
24381,ウォルピスカーター,2607,63959,24.52415,3.23962,0.7806
24382,伊東歌詞太郎,5061,188123,37.16376,3.64188,1.36872
24383,天月-あまつき-,2440,60977,24.98033,3.25733,0.8065
24384,めいちゃん,2242,49931,22.26081,3.14676,0.64484
24385,96猫,15234,652785,42.84771,3.78072,1.57171
24386,takayan,194736,10438506,53.60309,4.00009,1.89243
24387,りぶ,4280,205987,48.11656,3.89419,1.7376
24388,しゅーず,1518,68276,44.94799,3.82751,1.64012
24389,+α/あるふぁきゅん。,7175,81704,11.38573,2.51654,-0.27655
24390,いすぼくろ,548,16713,30.44262,3.44816,1.08549
24391,ダズビー,3525,97895,27.76375,3.35911,0.9553
24392,鎖那,10091,221577,21.9557,3.13356,0.62554
24393,VESPERBELL,7501,149719,19.95721,3.04248,0.49238
24394,影縫 英,283,2079,7.32042,2.11871,-0.85819
24395,Eve & Sou,943,7299,7.73199,2.16699,-0.78761
24396,Cozmez,7404,643740,86.93315,4.47657,2.58906
24397,STYLE FIVE,38991,598825,15.35763,2.79469,0.1301
24398,nayuta,15376,500978,32.57969,3.51392,1.18164
24399,くろくも,1241,24087,19.39371,3.01522,0.45252
24400,Ivudot,694,7823,11.25611,2.50602,-0.29193
24401,モンゴル800,29458,743294,25.23147,3.26695,0.82056
24402,Hag,16249,64261,3.95452,1.6003,-1.61612
24403,DEMONDICE,46772,3247324,69.42731,4.25458,2.26451
24404,Blacky,32563,618911,19.00598,2.99603,0.42447
24405,離婚伝説,6324,72492,11.46118,2.52261,-0.26768
24406,Survive Said The Prophet,201525,4829515,23.96472,3.21746,0.7482
24407,Shiina Mota,1629,37919,23.26319,3.18896,0.70654
24408,PolyphonicBranch,27836,268412,9.64227,2.36483,-0.49836
24409,KANEYORIMASARU,15991,179472,11.22261,2.50328,-0.29594
24410,illion,33042,432176,13.07919,2.64469,-0.08919
24411,the shes gone,9560,98371,10.28877,2.4238,-0.41214
24412,sasanomaly,70232,850588,12.11094,2.57344,-0.19336
24413,Anna Yanami (CV: Hikaru Tono),430,4308,9.99535,2.39747,-0.45064
24414,Nowlu,16612,256154,15.41888,2.79843,0.13557
24415,ELFENSJóN,20213,625170,30.92757,3.46346,1.10786
24416,Kaori Ishihara,11775,132973,11.29186,2.50893,-0.28768
24417,cadode,13146,195252,14.85144,2.76326,0.08415
24418,Ciel,58489,538479,9.20634,2.323,-0.55951
24419,Kotonohouse,22014,376840,17.11741,2.89687,0.27949
24420,Kirara Magic,22839,424126,18.56943,2.97396,0.3922
24421,lapix,28472,884133,31.05162,3.46734,1.11354
24422,アメリカ民謡研究会,9469,112117,11.83917,2.5525,-0.22398
24423,存流,3803,99227,26.08491,3.29897,0.86737
24424,TEMPLIME,14270,307034,21.51453,3.11416,0.59718
24425,YUC'e,54344,1192559,21.94422,3.13306,0.62481
24426,Aice room,14269,207051,14.50953,2.74145,0.05226
24427,ギヴン,132732,1956561,14.74057,2.75624,0.07389
24428,林ゆうき,23061,1459516,63.28661,4.16335,2.13112
24429,mitsume,127911,1596511,12.48132,2.6013,-0.15263
24430,No Buses,150512,2379768,15.81104,2.82203,0.17007
24431,NIKO NIKO TAN TAN,9293,58443,6.28825,1.98626,-1.05184
24432,Helsinki Lambda Club,45368,485872,10.70933,2.46038,-0.35866
24433,Kaneko Ayano,104847,2081290,19.85054,3.03737,0.48491
24434,"Lucie,Too",58306,629785,10.80119,2.4682,-0.34723
24435,SHE IS SUMMER,23631,353066,14.94016,2.76884,0.09231
24436,サニーデイ・サービス,38725,1809911,46.73632,3.86569,1.69594
24437,Oisicle Melonpan,21548,283970,13.17787,2.65168,-0.07897
24438,odol,22549,236133,10.47152,2.43986,-0.38866
24439,Genie High,25512,347213,13.60925,2.68165,-0.03516
24440,Yogee New Waves,49078,708519,14.43629,2.73672,0.04535
24441,never young beach,58645,817725,13.9434,2.70426,-0.0021
24442,PSYCHIC FEVER from EXILE TRIBE,49174,1962896,39.91654,3.71153,1.47055
24443,Hi-Fi Un!corn,4340,90794,20.91545,3.08719,0.55775
24444,LIL LEAGUE from EXILE TRIBE,2643,69101,26.13502,3.30082,0.87008
24445,Taichi Mukai,42952,689554,16.05368,2.83636,0.19102
24446,DXTEEN,3504,95943,27.37318,3.34544,0.93531
24447,&team,112360,8618310,76.70196,4.35288,2.40822
24448,WOLF HOWL HARMONY from EXILE TRIBE,2275,57548,25.28471,3.26898,0.82353
24449,KID PHENOMENON from EXILE TRIBE,3162,92734,29.31836,3.41175,1.03226
24450,ONE OR EIGHT,27734,235545,8.49269,2.25052,-0.66548
24451,マルシィ,16195,199297,12.30532,2.58816,-0.17184
24452,yangskinny,11915,71577,6.00679,1.94687,-1.10943
24453,AAAMYYY,58001,900376,15.52318,2.80476,0.14482
24454,大橋トリオ,27293,1426609,52.26822,3.97533,1.85623
24455,35.7,3661,65927,18.003,2.94459,0.34926
24456,GLIM SPANKY,28854,569826,19.74791,3.03244,0.4777
24457,岡崎体育,4879,171146,35.0709,3.58548,1.28626
24458,redballoon,22936,377410,16.4542,2.85958,0.22497
24459,MONOBRIGHT,18004,618304,34.34068,3.56503,1.25636
24460,Flip,33864,656743,19.39297,3.01519,0.45248
24461,Prague,14026,226183,16.12483,2.84052,0.19711
24462,ecosystem,12524,213983,17.08447,2.89505,0.27683
24463,Three Lights Down Kings,13278,255516,19.24211,3.00776,0.44162
24464,YO-KING,17343,216098,12.45952,2.59968,-0.155
24465,ЯeaL,12380,170933,13.80607,2.69503,-0.01559
24466,Amplified,16215,234627,14.46885,2.73882,0.04842
24467,abingdon boys school,133610,5746811,43.01151,3.78445,1.57716
24468,The Rodeo Carburettor,15393,283418,18.41093,2.96583,0.38031
24469,"Fear, and Loathing in Las Vegas",188177,6941554,36.88823,3.63464,1.35813
24470,The Sixth Lie,28472,480460,16.87423,2.88336,0.25974
24471,ロードオブメジャー,16068,348196,21.6688,3.12098,0.60715
24472,Sohbana,6120,97007,15.84822,2.82424,0.1733
24473,sheeno mirin,1012,14100,13.91905,2.70263,-0.00448
24474,Feryquitous,23498,737321,31.37669,3.47743,1.12829
24475,Namitape,13656,339099,24.82968,3.25152,0.798
24476,BCNO,3573,53364,14.93116,2.76827,0.09147
24477,椎名もた,4926,141407,28.70042,3.39116,1.00216
24478,蜂屋ななし,927,14397,15.514,2.8042,0.14401
24479,Finana Ryugu,9546,161394,16.9052,2.88509,0.26227
24480,Natsuiro Matsuri,626,6471,10.32057,2.42662,-0.40802
24481,Todoroki Hajime,198,1184,5.94974,1.9387,-1.12137
24482,Mori Calliope & AI,267,1984,7.40298,2.12858,-0.84376
24483,Koseki Bijou,232,3334,14.30901,2.72844,0.03324
24484,Sakura Miko & Usada Pekora,82,506,6.09638,1.95958,-1.09085
24485,FUWAMOCO,494,7506,15.16363,2.78276,0.11266
24486,Vestia Zeta,1783,33760,18.92376,2.99191,0.41844
24487,Ouro Kronii,5461,204542,37.44818,3.64931,1.37958
24488,Regal Lily,39636,629662,15.88571,2.82646,0.17655
24489,Kinoko Teikoku,13146,391477,29.7769,3.42676,1.05421
24490,Yuragi,145575,2848055,19.56404,3.02354,0.46469
24491,Seventeen Years Old and Berlin Wall,34433,443332,12.87483,2.63007,-0.11057
24492,For Tracy Hyde,56956,1427289,25.05906,3.26036,0.81093
24493,Spool,61784,764711,12.37696,2.59353,-0.16399
24494,PLASTIC GIRL IN CLOSET,93344,1768870,18.9498,2.99321,0.42034
24495,stargaze shelter,55145,888978,16.12044,2.84027,0.19674
24496,Luby Sparks,24665,255218,10.34695,2.42894,-0.40463
24497,My Dead Girlfriend,171337,5574439,32.53475,3.51258,1.17968
24498,Supercar,128081,5817643,45.42123,3.83775,1.65509
24499,kurayamisaka,28968,472664,16.3162,2.85164,0.21336
24500,tiny yawn,23927,333429,13.93467,2.70368,-0.00295
24501,cruyff in the bedroom,38714,645814,16.68123,2.8725,0.24386
24502,Moon in June,9828,126835,12.90416,2.63218,-0.10748
24503,宇宙ネコ子,226976,5691262,25.07417,3.26094,0.81177
24504,Haku.,21660,272554,12.5827,2.60879,-0.14168
24505,溶けない名前,105677,2789912,26.40012,3.31054,0.88429
24506,Kaho Nakamura,37632,351614,9.34323,2.33633,-0.54003
24507,CQ,80567,1251276,15.53068,2.80521,0.14548
24508,きのこ帝国,31051,2475806,79.73096,4.39112,2.46413
24509,She Her Her Hers,54843,902318,16.45244,2.85947,0.22481
24510,.........,35068,616637,17.58353,2.92227,0.31663
24511,THE NOVEMBERS,77461,2983046,38.50979,3.67654,1.41939
24512,Pelican Fanclub,54246,922206,17.00012,2.89037,0.26999
24513,Oeil,97409,987252,10.13501,2.41009,-0.43219
24514,Akaiko-en,27048,333607,12.33343,2.59027,-0.16876
24515,The Pillows,451870,25992938,57.52291,4.06941,1.99378
24516,pasteboard,140865,2742487,19.46876,3.01889,0.45789
24517,AprilBlue,12568,127849,10.17177,2.41339,-0.42736
24518,Luminous Orange,36655,860209,23.46707,3.19732,0.71876
24519,THREE1989,27489,273591,9.95238,2.39355,-0.45637
24520,BREIMEN,15058,132464,8.79633,2.282,-0.61946
24521,ORIGINAL LOVE,48299,986267,20.4196,3.0643,0.52428
24522,dawgss,2490,18292,7.34323,2.12145,-0.85419
24523,土岐麻子,27788,1276265,45.92698,3.84859,1.67094
24524,Dyes Iwasaki,12218,251169,20.55561,3.07063,0.53353
24525,Dannie May,9191,111949,12.17895,2.57862,-0.18579
24526,Caravan Palace,756336,24374376,32.22687,3.50335,1.16618
24527,The Correspondents,132320,2250733,17.00964,2.8909,0.27076
24528,Lyre le temps,148077,1477296,9.97647,2.39575,-0.45315
24529,The Electric Swing Circus,78430,1065314,13.58281,2.67984,-0.0378
24530,YonKaGor,33885,2882728,85.07135,4.45517,2.55777
24531,tophamhatkyo,2946,31290,10.61757,2.45251,-0.37017
24532,RIP SLYME,114521,3522121,30.75497,3.45804,1.09994
24533,Swingrowers,81749,1135841,13.89407,2.70096,-0.00693
24534,Tape Five,221905,2532545,11.41269,2.51871,-0.27338
24535,Yooh,37193,690422,18.56272,2.97362,0.3917
24536,Gorilla Attack,10027,136451,13.607,2.6815,-0.03538
24537,The 8-Bit Big Band,75788,1308049,17.25908,2.90466,0.29088
24538,Happy Around!,11575,353882,30.57031,3.45221,1.09142
24539,"Mitchie M, Hatsune Miku, Kaito",1034,4768,4.60676,1.72397,-1.43531
24540,Peanut Butters,8484,109338,12.88603,2.63088,-0.10938
24541,ブランデー戦記,2850,46321,16.24728,2.84765,0.20753
24542,吉澤嘉代子,4432,249369,56.25287,4.04747,1.9617
24543,YONA YONA WEEKENDERS,14555,145277,9.98055,2.39612,-0.45261
24544,Maliya,11203,106471,9.50294,2.35165,-0.51763
24545,yonawo,19084,218264,11.43641,2.52062,-0.27059
24546,KAN SANO,103553,639674,6.1772,1.9709,-1.0743
24547,SPiCYSOL,29749,314946,10.58642,2.44983,-0.37408
24548,Mabanua,68623,1264636,18.42847,2.96673,0.38163
24549,Mitsunori Ikeda,50291,621761,12.36301,2.59249,-0.16551
24550,Pasocom Music Club,24748,282389,11.41011,2.51851,-0.27367
24551,Mondo Grosso,192687,3270973,16.97548,2.889,0.26799
24552,mayumi fujita,5553,90618,16.3158,2.85161,0.21332
24553,カラスは真っ白,4399,180363,40.99159,3.73746,1.50846
24554,VELTPUNCH,95692,1516637,15.84898,2.82429,0.17338
24555,KRAWK,47138,651987,13.83115,2.69672,-0.01312
24556,Salvador da Rima,47702,522574,10.95474,2.48112,-0.32834
24557,Dnasty,49739,473273,9.51493,2.35279,-0.51596
24558,Burn-O,26564,298525,11.23753,2.5045,-0.29416
24559,OROCHI,233595,11686233,50.02753,3.93236,1.79341
24560,Dougb,13070,141139,10.79787,2.46791,-0.34765
24561,Altamira,112894,1115648,9.88217,2.38712,-0.46577
24562,MãoLee,82729,768847,9.29344,2.3315,-0.54709
24563,ポリスピカデリー,15068,208857,13.86004,2.69867,-0.01027
24564,Kairiki Bear & MARETU,860,5281,6.13356,1.96481,-1.0832
24565,cosMo＠暴走P,4505,52481,11.64691,2.53741,-0.24604
24566,雄之助,3073,51669,16.80839,2.87966,0.25433
24567,原口沙輔,6062,100449,16.56754,2.86605,0.23443
24568,Osanzi,6114,113335,18.53393,2.97215,0.38955
24569,Yuiko,11828,484711,40.97649,3.7371,1.50793
24570,rionos,18601,239657,12.88339,2.63069,-0.10966
24571,Soala,1791,50189,28.00725,3.36754,0.96763
24572,ACE COLLECTION,13596,164544,12.10149,2.57272,-0.19442
24573,ram wire,4779,70256,14.6979,2.75352,0.06991
24574,當山みれい,2875,48583,16.89255,2.88438,0.26123
24575,ハンバート ハンバート,10462,824366,78.78868,4.37938,2.44697
24576,小瀬村晶,6236,138691,22.23681,3.14573,0.64333
24577,高橋李依,1458,36996,25.35709,3.27173,0.82755
24578,Matsuri,27986,350803,12.53449,2.60524,-0.14687
24579,TakaseToya,45333,578850,12.76856,2.62238,-0.12181
24580,山崎まさよし,46295,1568002,33.86905,3.55159,1.23671
24581,Tele,82596,1136232,13.75633,2.69167,-0.02051
24582,Koresawa,12622,189648,15.024,2.77408,0.09997
24583,Marcy,16259,113397,6.97398,2.07618,-0.92037
24584,Awich,46311,770679,16.64102,2.87022,0.24053
24585,アカネサス,384,5953,15.46233,2.80107,0.13943
24586,(sic)boy,35387,509004,14.38351,2.73329,0.04033
24587,Yama,215151,5058823,23.51278,3.19919,0.72149
24588,"yama, Tatsuya Kitani",590,2738,4.63282,1.72861,-1.42853
24589,"TakaseToya, emi noda",650,4073,6.25652,1.9819,-1.05821
24590,Sundae May Club,15797,189750,12.01101,2.56579,-0.20455
24591,WhaleDontSleep,92637,1212848,13.09233,2.64563,-0.08782
24592,"MAISONdes, Ren, maeshima soshi",42,161,3.74418,1.55691,-1.67956
24593,Mary,67237,717824,10.67586,2.45752,-0.36284
24594,Flavor Foley,13819,446998,32.34428,3.50688,1.17135
24595,32ki,83682,1447606,17.29868,2.90682,0.29404
24596,VocaloKAT,8638,176627,20.4453,3.0655,0.52603
24597,dasu,43000,787356,18.31017,2.96063,0.37271
24598,Buriru,30721,239789,7.80512,2.17533,-0.77541
24599,otetsu,26044,621954,23.87997,3.21406,0.74323
24600,YuchaP,27553,247226,8.97241,2.29982,-0.5934
24601,YM,24719,229364,9.27847,2.33005,-0.54921
24602,ヤスオ,29691,142088,4.78539,1.75533,-1.38947
24603,終電間際≦オンライン。,4393,76253,17.35389,2.90984,0.29845
24604,ユトレヒト,336,3920,11.63204,2.53623,-0.24777
24605,ImY,9835,205518,20.89446,3.08623,0.55634
24606,UNDEAD CORPORATION DOUJIN WORKS,47704,1603300,33.60863,3.5441,1.22576
24607,kamome sano,31880,558474,17.51745,2.91871,0.31142
24608,Camellia & Nanahira,819,14119,17.21829,2.90242,0.28761
24609,EBIMAYO,17760,316254,17.80609,2.93418,0.33404
24610,Mikazuki BIGWAVE,82859,1241558,14.9838,2.77157,0.0963
24611,seatrus,9263,179431,19.36863,3.01399,0.45072
24612,"Kami-sama, I have noticed",38891,595496,15.31152,2.79187,0.12598
24613,DJ Okawari,152901,4236989,27.71048,3.35726,0.9526
24614,II-L,13063,168172,12.87293,2.62993,-0.11077
24615,onoken,30570,640571,20.95355,3.08892,0.56027
24616,Sapphire,110222,1296349,11.76114,2.5464,-0.2329
24617,Psyqui,98748,2311314,23.40594,3.19482,0.7151
24618,Milkoi,69394,1253886,18.06882,2.94805,0.35432
24619,Photon Maiden,10111,494867,48.93858,3.91079,1.76187
24620,Sta,26197,292048,11.14772,2.49714,-0.30492
24621,Siraph,6080,179356,29.49449,3.41754,1.04073
24622,Picco,117232,666992,5.68945,1.90053,-1.17718
24623,blacklolita,11027,162910,14.77239,2.75826,0.07684
24624,Toconoma,39227,500937,12.76988,2.62248,-0.12167
24625,ALL OFF,34942,363053,10.38986,2.43272,-0.3991
