ID,Nome,Ascoltatori,Ascolti,Popolarità,PopolaritàLog
21247,Xavier Naidoo,204399,3702710,18.11501,2.95047
21248,RDB Plus,2250,7070,3.14082,1.42089
21249,Rbd Rebeldia,4054,17033,4.20049,1.64875
21250,Juliana Silveira,2747,55921,20.3497,3.06103
21251,Rita Cadillac,6284,28148,4.47859,1.70084
21252,Anittinha,9304,116541,12.52455,2.6045
21253,Aroma,24461,128209,5.24114,1.83116
21254,Myriam,10483,79823,7.61379,2.15336
21255,Boquitas Pintadas,562,8454,15.01598,2.77358
21256,P9,16982,228134,13.43308,2.66952
21257,Sophia Abrahão,5950,110435,18.55738,2.97335
21258,Soundtrack Alegrijes y Rebujos,3698,29478,7.96918,2.19379
21259,EME-15,4207,87743,20.85147,3.08426
21260,Corina Smith,24530,527744,21.51335,3.1141
21261,Suei,28551,858471,30.06693,3.43614
21262,Selene,17399,201370,11.57298,2.53155
21263,Descendants 2 – Cast,1089,9123,8.36972,2.23748
21264,"Rebelde la Serie, Andrea Chaparro & Jeronimo Cantillo",431,7282,16.85648,2.88236
21265,Descendants 3 – Cast,891,7008,7.8565,2.18115
21266,"Rebelde la Serie, Andrea Chaparro, Jeronimo Cantillo",652,4394,6.72894,2.04497
21267,"Rebelde la Serie, Giovanna Grigio & Alejandro Puente",305,3673,12.00326,2.5652
21268,Vários intérpretes,55254,432453,7.82649,2.17775
21269,Juliette,224787,10614270,47.21902,3.87575
21270,Jorge  Mateus,9210,444165,48.22114,3.89632
21271,SOUs-sOL,44523,760940,17.09055,2.89538
21272,Marco Mares,26133,276875,10.59443,2.45052
21273,Sofia Castro,15187,138139,9.09527,2.31206
21274,Eladio Carrión,4650,144380,31.04278,3.46707
21275,Daniel Quién,28870,486210,16.84077,2.88148
21276,Karol Sevilla,23923,267366,11.17563,2.49943
21277,Los Plebes del Rancho de Ariel Camacho,56512,1100026,19.465,3.01871
21278,Elsa y elmar,106649,2336337,21.90658,3.13142
21279,Siam,12563,93514,7.44301,2.13333
21280,The Mills,17293,284655,16.45975,2.85989
21281,Las Villa,14508,374296,25.7975,3.2883
21282,El Jordan 23,84783,2573859,30.35783,3.44546
21283,Tommy Boysen,29747,350731,11.79006,2.54866
21284,Harry Nach,68984,2914306,42.2455,3.76689
21285,Bratty,108690,2079466,19.1319,3.0023
21286,Dromedarios Mágicos,42431,499428,11.77007,2.5471
21287,Charlie Rodd,33153,286468,8.64052,2.26597
21288,Juanpalitoschinos,52626,727608,13.82575,2.69636
21289,Serbia,16465,631956,38.37944,3.67324
21290,Marcos Menchaca,38916,501423,12.88442,2.63076
21291,Molinette Cinema,17673,255558,14.45954,2.73822
21292,Fuerza Regida,339549,21311210,62.76309,4.15517
21293,La Santa Grifa,84137,3662784,43.53305,3.79623
21294,Valgur,18229,354169,19.42781,3.01689
21295,División Minúscula,94786,2607496,27.509,3.35021
21296,Mi Sobrino Memo,35797,595365,16.63123,2.86967
21297,ingratax,100469,901042,8.96826,2.2994
21298,Axel Catalán,24160,545105,22.56135,3.1596
21299,Paquita La Del Barrio,74089,467684,6.31237,1.98956
21300,Raymix,66257,693329,10.46407,2.43921
21301,Banda El Recodo,196295,2870451,14.62307,2.74874
21302,Tatiana,42402,263903,6.22368,1.97736
21303,Los Primos MX,29897,300309,10.04445,2.40192
21304,La Original Banda El Limón de Salvador Lizárraga,43044,437094,10.15435,2.41182
21305,Fidel Rueda,71226,635537,8.92269,2.29482
21306,Cuisillos De Arturo Macias,19906,280316,14.08127,2.71345
21307,Amandititita,19798,233137,11.77519,2.5475
21308,Kapo,84336,702122,8.32519,2.23271
21309,Maca & Gero,5829,116755,20.02658,3.04578
21310,"KAROL G, Nicki Minaj",13234,73079,5.52164,1.87512
21311,Joaquina,15577,230787,14.81493,2.76095
21312,"Ela Taubert, Joe Jonas",235,4765,20.19067,3.05356
21313,"Morat, Juanes",2611,16984,6.50229,2.0152
21314,"Morat, Aitana",1067,5261,4.92602,1.77935
21315,Lasso,119184,2334586,19.58791,3.0247
21316,"Morat, Danna Paola",892,5921,6.63045,2.03214
21317,"Tini, Morat",1098,6822,6.20746,1.97511
21318,Alex Ponce,27998,636759,22.7422,3.16725
21319,"Maluma, Carin Leon",2360,12048,5.10292,1.80876
21320,"Feid, ATL Jacob",4855,41317,8.50844,2.25217
21321,"LATIN MAFIA, HUMBE",1050,8350,7.94481,2.19107
21322,Lagos,99710,1966538,19.72237,3.03121
21323,"LAGOS, Danny Ocean",1661,13267,7.98255,2.19528
21324,"Aitana, Sebastian Yatra",484,4000,8.24742,2.22434
21325,"Morat, Duki",790,4750,6.00505,1.94663
21326,"Beret, Morat",555,3121,5.6133,1.88908
21327,"Morat, Feid",724,5240,7.22758,2.10749
21328,Shirel,4179,81890,19.5909,3.02484
21329,Gianluca,35631,825395,23.16443,3.18488
21330,Ximena Abarca,2625,68469,26.07349,3.29855
21331,Illapu,46254,627398,13.56389,2.67854
21332,Ak4:20,44155,1503543,34.0507,3.55679
21333,La Rue Morgue,21025,250621,11.91957,2.55874
21334,Javiera & Los Imposibles,23033,321484,13.95693,2.70517
21335,Carolina Soto,2191,25921,11.82527,2.55141
21336,Daniela Aleuy,1300,25259,19.41506,3.01627
21337,Sol y Lluvia,15940,189710,11.90075,2.55728
21338,Karla Grunewaldt,1929,46004,23.83626,3.2123
21339,Vesta Lugg,4954,32677,6.59475,2.02745
21340,Marineros,23883,455669,19.07842,2.99964
21341,Portavoz,27624,735188,26.61314,3.31829
21342,Santaferia,33878,676317,19.96272,3.04274
21343,Christell,43955,234786,5.34138,1.84709
21344,Makiza,29585,623578,21.07679,3.09452
21345,Fernando Milagros,36783,589194,16.01767,2.83425
21346,Quilapayún,51740,723849,13.98985,2.70737
21347,La Sociedad,7046,56102,7.96111,2.19289
21348,De Saloon,51063,1264757,24.76807,3.24913
21349,Inti-Illimani,114664,2091793,18.24264,2.95712
21350,Los Tetas,49338,1135527,23.01479,3.17866
21351,Matisse,120160,1619376,13.47671,2.67254
21352,Kurt,83759,824671,9.84564,2.38376
21353,Neo Pistea,50002,1244724,24.89298,3.25397
21354,Franky Style,19959,622882,31.20651,3.47216
21355,TRAP CAPOS,65988,1378316,20.88705,3.08589
21356,Boy Wonder Cf,79297,442554,5.58089,1.88416
21357,Santa Fe Klan,90047,2609722,28.98145,3.40057
21358,"Bad Bunny, Jowell & Randy, Ñengo Flow",5177,31462,6.07609,1.95672
21359,Becky G & Natti Natasha,3927,35148,8.94806,2.29737
21360,Becky G & El Alfa,873,5395,6.17276,1.97029
21361,Prince Royce & Shakira,4008,27712,6.91244,2.06843
21362,"Christina Aguilera, Becky G & Nicki Nicole",757,4701,6.20184,1.97433
21363,Daddy Yankee & Bad Bunny,2548,19175,7.52255,2.14271
21364,Camila Cabello & Lil Nas X,6370,109037,17.11458,2.89671
21365,TINI & Maria Becerra,1772,23719,13.37789,2.66569
21366,Feid & ATL Jacob,1966,25023,12.7214,2.61895
21367,Shawn Mendes & Tainy,4918,35594,7.23602,2.10851
21368,KAROL G & Tiësto,2896,29070,10.03451,2.40102
21369,Shakira & Cardi B,2772,36141,13.03317,2.64142
21370,Camila Cabello & Playboi Carti,10964,230959,21.06329,3.09391
21371,J Balvin & Maria Becerra,2433,23571,9.68405,2.36875
21372,Becky G & Bad Bunny,2740,20351,7.42466,2.13116
21373,"RBD, Anahí, Dulce María, Maite Perroni & Christian Chávez",3627,220332,60.73098,4.12278
21374,El Malilla,42088,943806,22.42405,3.15376
21375,Uzielito Mix,64008,848755,13.25993,2.65745
21376,Yahritza Y Su Esencia,95928,1471462,15.33907,2.79355
21377,El BOGUETO,60816,1284479,21.12039,3.09649
21378,Mexican Institute of Sound,189776,1615371,8.51194,2.25254
21379,Los Master Plus,23018,247481,10.75116,2.46395
21380,María Barracuda,22128,144404,6.52555,2.0183
21381,JNS,12328,176657,14.32857,2.72971
21382,Danny Romero,64000,494527,7.72686,2.1664
21383,6IX9INE & Nicki Minaj,6325,204252,32.2877,3.50518
21384,Karol G & Ozuna,1107,9956,8.98555,2.30113
21385,CNCO & Little Mix,9189,108293,11.78378,2.54817
21386,"KAROL G, Anuel Aa & J Balvin",1463,13716,9.36885,2.3388
21387,KAROL G & Yandar & Yostin,693,6292,9.06628,2.30919
21388,"KAROL G, Ludacris & Emilee",556,3830,6.87612,2.06383
21389,"KAROL G, Juanka & Brray",513,3956,7.69649,2.16291
21390,"Ozuna, KAROL G & Myke Towers",1354,11535,8.51291,2.25264
21391,Maisak,54062,431436,7.98024,2.19502
21392,Grupo Frontera,357538,8308206,23.2372,3.18788
21393,Menny Flores,4123,47422,11.49903,2.52565
21394,Alex Aiono,93622,641829,6.85546,2.0612
21395,TEEN TOP,115651,5726521,49.5151,3.92227
21396,Zandros,148513,1120065,7.54181,2.14497
21397,PHABO,92774,661900,7.13446,2.0961
21398,Asiahn,76597,540641,7.05816,2.08668
21399,Samaria,47950,414622,8.64678,2.26662
21400,RAY BLK,94843,789153,8.32053,2.23221
21401,Genia,14554,103237,7.09288,2.09098
21402,James Vickery,147672,1125188,7.61945,2.15402
21403,Mnelia,27036,203184,7.51503,2.14183
21404,Miraa May,66044,594478,9.0011,2.30269
21405,Loony,110415,847667,7.67703,2.16067
21406,Laya,40479,338693,8.36692,2.23718
21407,Kelvin Jones,115607,688454,5.95507,1.93947
21408,Little Sis Nora,49728,657178,13.21518,2.65431
21409,Mia Julia,35660,525707,14.74179,2.75631
21410,Talia Mar,21497,475632,22.12447,3.14089
21411,BEKA,38012,230505,6.06384,1.95498
21412,Georgia Ku,22660,152592,6.73368,2.04558
21413,Raleigh Ritchie,218899,3965037,18.11346,2.95039
21414,Ellie Goulding & blackbear,4131,34268,8.29332,2.22929
21415,Alok & Bebe Rexha,1338,10600,7.91635,2.18788
21416,Becky Hill & Sonny Fodera,1627,12005,7.37407,2.12514
21417,"Clean Bandit, Anne-Marie & David Guetta",1139,6717,5.8921,1.93037
21418,"Tiësto, Jonas Blue & Rita Ora",7848,72770,9.27124,2.32934
21419,"David Guetta, Anne-Marie & Coi Leray",4535,32536,7.17283,2.10081
21420,Zedd & Liam Payne,10710,81424,7.6019,2.15198
21421,Sigala & Talia Mar,2658,19060,7.1681,2.10023
21422,Nathan Dawe x Little Mix,1704,19983,11.72023,2.54319
21423,Sigala & Becky Hill,6096,38834,6.36936,1.99733
21424,Riton & RAYE,1709,13181,7.70818,2.16426
21425,Clean Bandit & Jess Glynne,30597,204910,6.69684,2.0408
21426,RAYE & Mr Eazi,2552,14865,5.82256,1.92023
21427,"Nathan Dawe, Anne-Marie & Mostack",966,5595,5.78593,1.91485
21428,"Galantis, David Guetta & 5 Seconds of Summer",1408,11907,8.45067,2.24608
21429,Tate McRae X Khalid,2490,16727,6.71497,2.04316
21430,Jax Jones & Calum Scott,2489,14093,5.65983,1.89609
21431,"David Guetta, Bebe Rexha & J Balvin",9919,70373,7.09405,2.09112
21432,Wstrn,155623,1569621,10.08598,2.40568
21433,Lotto Boyzz,39582,381149,9.6291,2.36359
21434,Bruno Berle,81570,978827,11.99969,2.56492
21435,ÀIYÉ,11226,121527,10.82453,2.47017
21436,"Björk, Kasimyn",6027,48712,8.08095,2.20617
21437,Boogarins,178726,6903736,38.62726,3.67951
21438,JARDS MACALÉ,131460,2390060,18.18075,2.9539
21439,Bárbara Eugênia,34207,665089,19.44249,3.01761
21440,Baleia,49929,903223,18.08978,2.94915
21441,Besouro Mulher,40093,834590,20.81583,3.08263
21442,Serena Assumpção,39118,639374,16.34433,2.85326
21443,Fino Coletivo,59424,878610,14.78519,2.75907
21444,Silvia Machete,23497,280224,11.92544,2.55919
21445,Jadsa,30757,309475,10.0616,2.40347
21446,Dorival Caymmi,142053,1570736,11.05731,2.48967
21447,Mombojó,119026,3293620,27.6712,3.35589
21448,Zé Manoel,14702,170808,11.61722,2.53506
21449,Mundo Livre S/A,109378,1599293,14.62157,2.74865
21450,João Bosco,206514,2455673,11.89101,2.55653
21451,Bemti,19389,294680,15.19752,2.78485
21452,Ellen Oléria,20780,318178,15.311,2.79183
21453,ÀVUÀ,50929,576920,11.3277,2.51184
21454,Mariene De Castro,48506,911671,18.79462,2.98541
21455,"Davi Sabbag, Urias",1388,7714,5.55363,1.88001
21456,"Davi Sabbag, DJ ÅNJO",233,2235,9.55128,2.35624
21457,Carlos do Complexo,56087,726577,12.95423,2.63578
21458,Liniker & Orquestra Jazz Sinfônica,1295,21675,16.72453,2.87494
21459,Davi Sabbag & Pedrowl,105,654,6.16981,1.96987
21460,UANA,39391,628606,15.9577,2.83072
21461,Juçara Marçal e Kiko Dinucci,26102,460715,17.64988,2.92583
21462,Alessandra Leão,33265,479327,14.40891,2.73494
21463,Douglas Germano,148813,1557152,10.46374,2.43918
21464,Rita Benneditto,20136,221136,10.98157,2.48336
21465,Lula Queiroga,38833,384945,9.91257,2.38991
21466,Samuel Rosa,16166,139123,8.60536,2.26232
21467,Viratempo,51166,596483,11.65757,2.53825
21468,Cidade Dormitório,80553,1804889,22.40595,3.15299
21469,Fióti,24203,147141,6.0792,1.95716
21470,Nação Zumbi,144949,3938913,27.17428,3.3384
21471,Beto Guedes,88239,1252626,14.19567,2.72101
21472,Hyldon,83596,852060,10.19247,2.41524
21473,Metrô,37432,427252,11.41377,2.5188
21474,Evinha,214763,3167204,14.74736,2.75667
21475,Leila Pinheiro,80559,491511,6.10117,1.96025
21476,Amelinha,42759,455369,10.64941,2.45525
21477,Lobão,95984,2337612,24.35393,3.23293
21478,Vanusa,33443,420454,12.57188,2.608
21479,Paulo Diniz,47644,485910,10.19855,2.41578
21480,Cassiano,105508,1587824,15.04918,2.77565
21481,A Outra Banda Da Lua,15280,148944,9.747,2.37462
21482,Abacaxepa,24541,283704,11.55993,2.53051
21483,Mulamba,32235,326550,10.12997,2.40964
21484,Xande De Pilares,100911,1163782,11.53264,2.52833
21485,Seu Pereira,57240,667536,11.66185,2.53859
21486,Graveola,27306,338557,12.39817,2.59511
21487,Casuarina,174882,2117500,12.10809,2.57322
21488,Alan Bernardes,12936,160698,12.42158,2.59686
21489,Claudio Zoli,18522,104097,5.61987,1.89007
21490,Ashira,17932,173382,9.66832,2.36727
21491,Sant,105930,4359542,41.15454,3.74134
21492,Jé,42545,1703672,40.04305,3.71462
21493,Nill,116291,5915441,50.86713,3.94868
21494,yung vegan,54910,2042267,37.19231,3.64263
21495,Nilo,123040,1172253,9.52733,2.35397
21496,Jordan Adetunji,398619,4865754,12.20649,2.5807
21497,Raffa Moreira,82294,4609823,56.01583,4.04332
21498,Oriente,179638,3691502,20.54955,3.07035
21499,Lah Pat,219557,1824638,8.3105,2.23114
21500,THE ANXIETY,820964,10271986,12.51208,2.60358
21501,Edi Rock,88913,889351,10.00237,2.39811
21502,Zé Ibarra,14032,163840,11.67533,2.53965
21503,Matheus de Bezerra,15651,194959,12.45585,2.59941
21504,"Totô de Babalong, Milla Zuti",505,3826,7.56126,2.14724
21505,Taty Girl,32632,937727,28.73554,3.39234
21506,Aviões do Forró,138233,2538492,18.36373,2.9634
21507,Banda Magníficos,83903,1257068,14.98221,2.77147
21508,Mastruz Com Leite,83559,1286679,15.39826,2.79717
21509,Cavaleiros do Forró,52415,541672,10.33409,2.42781
21510,Calcinha Preta,162095,5269108,32.50609,3.51172
21511,Forrozão Tropykalia,48265,557147,11.54326,2.52918
21512,Cavalo de Pau,38480,444443,11.54967,2.52969
21513,Limão Com Mel,62046,1024191,16.50669,2.86258
21514,Desejo de Menina,106486,2523027,23.69328,3.20653
21515,Zé Vaqueiro,161311,3713198,23.01873,3.17883
21516,Moleca 100 Vergonha,30004,231827,7.72627,2.16633
21517,Forró Saborear,18665,122448,6.55994,2.02286
21518,Luiz Gonzaga,258610,4347429,16.81068,2.87979
21519,Lucy Alves,35143,403246,11.4741,2.52365
21520,grelo,103806,984125,9.48033,2.3495
21521,Noda de Caju,17579,160731,9.14283,2.31676
21522,Bonde do Forró,38589,368534,9.54998,2.35612
21523,Cátia de França,21201,400781,18.90298,2.99086
21524,Banda A Loba,11979,90961,7.59273,2.15091
21525,Flávio José,63961,881909,13.78801,2.69381
21526,ZEZO,43202,612751,14.18306,2.72018
21527,Mara Pavanelly,13796,184967,13.40632,2.66766
21528,Banda Styllus,14004,74460,5.31667,1.84319
21529,Forró do Muído,6006,111777,18.60779,2.97592
21530,Iguinho e Lulinha,55900,1335479,23.89007,3.21446
21531,Xand Avião,106496,1406600,13.20788,2.65379
21532,Márcia Fellipe,73531,810437,11.02155,2.4867
21533,Garota Safada,10087,152844,15.15107,2.78198
21534,Vitor Fernandes,81563,1030268,12.6314,2.61237
21535,"Luísa e os Alquimistas, Potyguara Bardo",704,3875,5.49645,1.87125
21536,"Potyguara Bardo, MangoLab, Mateus Carrilho",702,4336,6.16785,1.9696
21537,"Luísa e os Alquimistas, Getúlio Abelha",330,1951,5.89425,1.93068
21538,"Linn da Quebrada, Badsista",1358,12780,9.40397,2.34218
21539,"Getúlio Abelha, Brunoso",171,531,3.0872,1.40786
21540,Cazuza & Bebel Gilberto,14163,79668,5.62468,1.8908
21541,Ana Carolina & Seu Jorge,36373,539708,14.83774,2.76239
21542,Gal Costa & Caetano Veloso,16677,155524,9.32509,2.33457
21543,Chico Buarque & Maria Bethânia,10901,218378,20.031,3.04599
21544,Zé Keti,110988,887568,7.9969,2.19688
21545,Cartola,538958,15666551,29.06816,3.40346
21546,Edu Lobo,214622,1893017,8.82019,2.28444
21547,Caetano Veloso & Gilberto Gil,36701,226234,6.16407,1.96907
21548,Paulinho Da Viola,272507,4110516,15.08401,2.77782
21549,Elizeth Cardoso,193960,1228345,6.33294,1.99237
21550,João Gilberto,781177,17557630,22.47583,3.15597
21551,Quarteto Em Cy,200494,1652922,8.2442,2.22399
21552,Milton Nascimento & Lô Borges,30697,800448,26.07492,3.2986
21553,Martinho Da Vila,291415,3902438,13.39129,2.66662
21554,Arthur Verocai,298611,5762357,19.29713,3.01047
21555,Capim Limão,13491,107730,7.98473,2.19552
21556,Adoniran Barbosa,342573,5629447,16.43279,2.85835
21557,goiaba,23870,112370,4.70738,1.74176
21558,Ítalo Ribeiro,26448,421612,15.94056,2.82971
21559,Os Originais Do Samba,181450,2381068,13.12237,2.64776
21560,Zeca Pagodinho,338448,6879655,20.327,3.05997
21561,Clementina De Jesus,74062,653703,8.82631,2.28506
21562,Dona Ivone Lara,117952,956212,8.10672,2.20901
21563,Leci Brandão,23214,144567,6.2273,1.97786
21564,Nelson Cavaquinho,128979,1549535,12.01376,2.566
21565,Larissa Luz,16104,189374,11.7587,2.54621
21566,Luiza Brina,16028,133160,8.30744,2.23081
21567,Tori,18452,122386,6.6323,2.03238
21568,Siba,46639,795113,17.04787,2.89302
21569,Tiganá Santana,19309,176008,9.11486,2.314
21570,Glue Trip,74189,939682,12.66588,2.6149
21571,Obinrin Trio,25355,242105,9.54823,2.35595
21572,VHOOR,51669,648670,12.55409,2.60668
21573,Tono,113603,1047837,9.22359,2.32469
21574,Cordel do Fogo Encantado,42285,1697187,40.1359,3.71688
21575,BRAZA,46921,1917666,40.86922,3.73455
21576,BNegão,32320,395810,12.24621,2.58371
21577,Pluma,50458,663811,13.15545,2.65009
21578,"Duquesa, Mc Luanna, Go Dassisti",5727,54624,9.53631,2.35482
21579,Maria Beraldo,22787,296921,13.0297,2.64117
21580,Wado,44864,921825,20.54663,3.07021
21581,Caio Prado,21175,157887,7.45594,2.13486
21582,Banda Sedutora,10924,115481,10.57034,2.44844
21583,Banda Torpedo,14476,219870,15.18753,2.78424
21584,Jovelina Pérola Negra,5974,68545,11.47196,2.52348
21585,Jair Rodrigues,64455,350706,5.44101,1.86268
21586,Doris Monteiro,52708,330878,6.27744,1.98477
21587,Baden Powell,350493,4447304,12.68867,2.61656
21588,Jorge Aragão,194642,3408616,17.51214,2.91842
21589,Bezerra da Silva,188183,3211320,17.06478,2.89396
21590,Teresa Cristina,68018,650396,9.56197,2.35725
21591,VnD,88178,2702251,30.64506,3.45458
21592,MURICA,66147,1938423,29.30433,3.41129
21593,Puro Suco,57178,1487503,26.01484,3.29638
21594,Tarcis,95817,1916853,20.00514,3.04476
21595,Sabotage,209104,6739125,32.22842,3.5034
21596,Dv Tribo,25197,368938,14.64155,2.74993
21597,Joca,37787,580452,15.36074,2.79488
21598,Hot e Oreia,54508,1628961,29.88425,3.43024
21599,Victor Xamã,26663,692551,25.97325,3.29484
21600,Rodrigo Ogi,29542,938932,31.78187,3.48987
21601,ZarastrutA,52952,970474,18.32708,2.9615
21602,Menestrel,54789,901525,16.45418,2.85957
21603,YUNG BUDA,76312,9216078,120.76681,4.8021
21604,Nego Gallo,13599,315904,23.22823,3.18751
21605,Chico Science & Nação Zumbi,109813,3352181,30.52598,3.45081
21606,Makalister,51043,2039676,39.95917,3.71257
21607,DJ Caique,43000,426207,9.91156,2.38982
21608,Putodiparis,42794,1429782,33.41002,3.53834
21609,Little Joy,350759,10422781,29.71485,3.42474
21610,Rodrigo Amarante,412414,5821039,14.11451,2.71565
21611,Heróis Da Resistência,15090,131434,8.70942,2.27309
21612,Rádio Taxi,11346,64998,5.72821,1.9063
21613,Paulo Novaes,43811,330599,7.54585,2.14544
21614,Leo Cavalcanti,24622,362702,14.73021,2.75558
21615,Florais Da Terra Quente,17994,217524,12.08802,2.57169
21616,O Cinza,19224,298377,15.52026,2.80458
21617,Trombone de Frutas,35190,381077,10.82881,2.47053
21618,TheGusT MC's,66726,807056,12.09489,2.57222
21619,Arlindo Cruz,232495,3907074,16.8049,2.87947
21620,Agepê,72159,596683,8.26888,2.22666
21621,Roberto Ribeiro,33136,329143,9.93279,2.39176
21622,Almir Guineto,74918,708808,9.46099,2.34765
21623,Emílio Santiago,92300,1008687,10.92823,2.4789
21624,Benito Di Paula,75607,777156,10.27875,2.42292
21625,Grupo Fundo De Quintal,159830,2314914,14.48351,2.73977
21626,Dudu Nobre,77581,421890,5.43798,1.86221
21627,Belo,181745,4442480,24.44334,3.23645
21628,Grupo Revelação,377731,10151911,26.87596,3.32776
21629,João Nogueira,83892,1013420,12.07991,2.57107
21630,Bebeto,87577,789458,9.01434,2.30401
21631,Péricles,278735,6320536,22.6757,3.16444
21632,Nelson Gonçalves,144819,1425176,9.84101,2.38333
21633,Só Pra Contrariar,181161,2239839,12.36373,2.59254
21634,Exaltasamba,339553,8913728,26.25128,3.3051
21635,Mumuzinho,153680,1872647,12.18528,2.5791
21636,Art Popular,146069,1913760,13.10166,2.64629
21637,Katinguelê,100366,841014,8.37938,2.23851
21638,Soweto,109255,1417929,12.97804,2.63748
21639,Alexandre Pires,157807,1593872,10.10007,2.40695
21640,Pixote,294339,5269508,17.90279,2.9393
21641,Bruna Magalhães,30810,189294,6.14371,1.96623
21642,MC Juninho da VD,54207,286922,5.29298,1.83943
